in:ID,in:Type,in:Dep,in:PWT,in:FAR,in:Len,in:RS,in:SS,out:GFA,out:LotCov,out:PC_1,out:PC_2,out:PC_3,out:PC_4,out:PC_5,img
,0.331,0,2,15,19.3,63.7,https://www.eddy3d.com/cornelltech-case-study/.bmp
